order_date,sales_amount,profit,quantity,product_category,city,channel
2025-08-01,1936.45,360.78,6,Office Supplies,Portland,Online
2025-05-14,271.17,6.59,17,Furniture,Portland,Retail
2025-05-28,195.8,22.45,5,Office Supplies,Portland,Retail
2025-07-05,2152.08,318.58,1,Furniture,Seattle,Direct
2025-02-15,1275.24,341.15,12,Software,Austin,Retail
2025-07-13,3790.88,1497.05,4,Electronics,Denver,Direct
2025-04-30,902.61,274.77,5,Software,San Francisco,Online
2025-04-09,541.0,38.96,8,Furniture,Austin,Online
2025-01-25,334.8,27.36,12,Office Supplies,Chicago,Online
2025-02-09,182.76,16.17,1,Software,Boston,Online
2025-08-20,1084.37,179.44,1,Office Supplies,Boston,Direct
2025-07-08,2328.05,340.57,19,Furniture,Seattle,Retail
2025-08-07,1619.27,387.84,14,Furniture,Austin,Online
2025-02-16,1393.97,132.92,7,Office Supplies,Denver,Online
2025-06-07,316.21,67.58,6,Electronics,New York,Direct
2025-01-27,541.02,214.7,13,Electronics,Chicago,Online
2025-06-28,1255.3,150.33,21,Software,San Francisco,Wholesale
2025-07-13,4500.0,655.83,7,Software,Chicago,Wholesale
2025-01-17,2456.63,505.73,14,Furniture,Seattle,Online
2025-06-15,1349.23,34.24,21,Furniture,Portland,Wholesale
2025-07-26,3782.5,682.15,7,Office Supplies,Boston,Online
2025-08-13,1275.51,474.96,4,Software,Austin,Direct
2025-12-07,1009.38,253.76,13,Electronics,San Francisco,Retail
2025-02-05,1167.15,228.07,1,Furniture,Chicago,Retail
2025-02-22,468.65,79.8,16,Software,New York,Retail
2025-04-23,1954.37,141.58,9,Furniture,Portland,Wholesale
2025-12-09,1857.65,417.23,3,Software,Portland,Retail
2025-06-09,1140.73,211.95,16,Electronics,Boston,Online
2025-10-18,641.63,5.14,7,Electronics,Portland,Online
2025-12-18,666.82,197.34,7,Software,Boston,Retail
2025-07-22,1096.35,351.81,9,Software,Denver,Retail
2025-07-14,1329.45,277.08,9,Furniture,Boston,Direct
2025-05-16,380.38,13.98,13,Furniture,Denver,Online
2025-04-01,1345.26,342.39,1,Office Supplies,New York,Direct
2025-07-27,2080.82,301.66,9,Software,Chicago,Wholesale
2025-01-29,1951.83,288.93,16,Furniture,Boston,Retail
2025-01-07,2968.04,270.47,10,Furniture,Austin,Online
2025-10-03,868.53,112.01,1,Software,Portland,Direct
2025-08-08,3425.74,256.22,5,Furniture,Denver,Wholesale
2025-02-22,1099.17,223.72,43,Software,Seattle,Wholesale
2025-11-21,1419.54,137.97,3,Office Supplies,Portland,Retail
2025-04-21,1475.93,240.42,3,Office Supplies,Seattle,Retail
2025-11-14,1179.9,280.33,16,Office Supplies,Portland,Retail
2025-03-14,1867.45,253.47,9,Office Supplies,Chicago,Retail
2025-02-16,1333.36,281.45,5,Software,New York,Direct
2025-02-13,1746.19,395.17,9,Furniture,New York,Direct
2025-11-21,2330.93,123.26,23,Furniture,Seattle,Wholesale
2025-09-02,1772.4,481.02,1,Electronics,Austin,Retail
2025-12-16,2740.87,667.59,13,Electronics,New York,Online
2025-08-10,177.26,65.99,10,Furniture,Boston,Retail
2025-11-10,188.71,45.75,1,Furniture,Chicago,Retail
2025-07-01,3591.0,1289.81,5,Electronics,San Francisco,Retail
2025-12-28,788.91,223.79,1,Office Supplies,Portland,Direct
2025-06-03,1296.27,262.03,3,Software,Chicago,Direct
2025-11-27,340.38,63.43,8,Electronics,Seattle,Online
2025-11-11,1223.43,224.82,12,Furniture,Austin,Retail
2025-05-29,2179.5,307.02,2,Office Supplies,Seattle,Retail
2025-12-04,1661.34,458.66,14,Electronics,Chicago,Retail
2025-10-19,2025.99,91.78,20,Software,New York,Wholesale
2025-06-15,473.91,49.13,12,Software,Portland,Online
2025-03-05,516.6,131.93,7,Electronics,New York,Retail
2025-10-15,3076.17,-139.7,18,Electronics,San Francisco,Retail
2025-11-12,1156.3,79.34,13,Furniture,Chicago,Wholesale
2025-02-26,1232.06,104.16,10,Furniture,Denver,Online
2025-07-31,4128.55,290.25,1,Furniture,New York,Wholesale
2025-03-28,310.57,88.66,17,Office Supplies,Boston,Retail
2025-10-14,1028.9,-35.09,2,Office Supplies,Boston,Direct
2025-02-04,1428.11,232.07,13,Software,Boston,Retail
2025-05-27,237.93,40.88,1,Software,San Francisco,Online
2025-08-27,383.26,109.18,8,Office Supplies,Austin,Online
2025-03-17,1294.8,143.3,9,Furniture,Portland,Direct
2025-02-01,1693.05,119.59,17,Furniture,Seattle,Wholesale
2025-01-12,431.77,16.32,1,Furniture,New York,Online
2025-11-27,762.09,117.24,24,Furniture,Denver,Wholesale
2025-01-20,229.1,-9.76,11,Furniture,Portland,Direct
2025-03-01,554.17,130.72,9,Electronics,Portland,Wholesale
2025-02-13,1201.17,183.75,18,Office Supplies,Boston,Retail
2025-12-10,1291.51,197.91,36,Electronics,New York,Wholesale
2025-07-01,3117.42,624.31,16,Software,Chicago,Retail
2025-08-12,805.15,13.71,4,Furniture,New York,Wholesale
2025-05-03,1328.22,417.3,1,Electronics,Portland,Retail
2025-10-18,459.62,27.12,16,Software,Portland,Retail
2025-03-14,189.1,43.34,12,Office Supplies,Seattle,Retail
2025-01-22,568.0,114.29,1,Office Supplies,Portland,Retail
2025-12-08,2097.57,108.6,31,Office Supplies,New York,Wholesale
2025-12-01,759.62,68.26,15,Furniture,San Francisco,Retail
2025-07-09,3499.2,1209.75,15,Software,Chicago,Retail
2025-10-31,1098.9,-80.34,2,Furniture,Portland,Direct
2025-05-26,1602.58,288.27,15,Electronics,Denver,Online
2025-05-16,375.67,75.73,9,Software,Denver,Direct
2025-07-04,4164.68,910.12,14,Electronics,Boston,Online
2025-07-16,4500.0,851.84,12,Electronics,Chicago,Retail
2025-10-12,557.03,86.38,1,Electronics,San Francisco,Direct
2025-07-16,1394.1,366.92,13,Software,Denver,Online
2025-01-23,1403.48,179.6,39,Furniture,Chicago,Wholesale
2025-01-24,1181.59,116.63,19,Office Supplies,Portland,Wholesale
2025-11-17,828.1,73.27,13,Office Supplies,New York,Wholesale
2025-05-20,2264.47,315.96,31,Electronics,Portland,Wholesale
2025-02-23,1871.11,451.9,16,Office Supplies,Boston,Retail
2025-02-23,1140.22,158.23,14,Furniture,Boston,Retail
2025-02-24,449.6,86.6,19,Electronics,New York,Wholesale
2025-07-09,4208.93,840.72,6,Furniture,Chicago,Direct
2025-11-14,400.86,94.13,18,Electronics,New York,Retail
2025-12-04,1886.33,536.33,2,Electronics,New York,Online
2025-07-19,3459.38,845.63,10,Electronics,Portland,Online
2025-01-04,1169.8,253.28,9,Software,Seattle,Direct
2025-01-06,416.23,113.2,14,Electronics,Denver,Retail
2025-12-31,2069.58,266.97,11,Software,Seattle,Retail
2025-11-23,3003.55,581.4,6,Office Supplies,Seattle,Direct
2025-09-10,2438.05,888.53,9,Electronics,San Francisco,Online
2025-06-16,942.85,201.49,7,Furniture,New York,Online
2025-12-12,2255.21,463.02,9,Electronics,Austin,Retail
2025-09-30,1087.31,207.74,23,Electronics,New York,Wholesale
2025-12-23,1952.05,568.1,8,Electronics,San Francisco,Direct
2025-04-19,2799.86,998.75,7,Electronics,San Francisco,Online
2025-08-31,2771.7,802.0,9,Electronics,San Francisco,Online
2025-05-11,1593.55,163.47,23,Electronics,Austin,Wholesale
2025-05-31,1349.96,220.13,8,Office Supplies,San Francisco,Direct
2025-04-25,931.12,87.22,6,Office Supplies,San Francisco,Retail
2025-09-04,1958.51,301.91,9,Furniture,Portland,Direct
2025-03-15,1706.56,311.74,24,Software,Chicago,Wholesale
2025-10-09,1562.63,36.58,36,Furniture,Austin,Wholesale
2025-09-05,1417.72,467.85,6,Software,Boston,Online
2025-05-18,2593.09,654.12,2,Electronics,Chicago,Online
2025-11-07,125.42,4.88,11,Furniture,Chicago,Online
2025-09-22,1776.84,209.25,30,Office Supplies,Boston,Wholesale
2025-10-21,646.29,8.8,29,Furniture,Seattle,Wholesale
2025-09-05,420.0,85.48,6,Office Supplies,Chicago,Wholesale
2025-06-10,1883.15,512.21,1,Software,New York,Direct
2025-04-14,1817.92,632.47,15,Electronics,Boston,Retail
2025-08-14,1346.66,321.74,10,Office Supplies,Boston,Online
2025-11-28,867.94,231.29,6,Software,Portland,Online
2025-10-29,2110.2,215.68,11,Electronics,Denver,Direct
2025-12-14,1893.04,493.75,6,Software,San Francisco,Direct
2025-12-21,456.73,74.85,16,Software,Chicago,Online
2025-01-13,775.47,213.06,11,Office Supplies,Denver,Direct
2025-07-21,1931.83,316.43,15,Office Supplies,Portland,Retail
2025-09-16,406.34,77.25,14,Office Supplies,Chicago,Retail
2025-04-07,1683.68,304.06,1,Office Supplies,Chicago,Direct
2025-05-24,3265.96,762.58,14,Electronics,Seattle,Retail
2025-01-09,1215.2,502.78,10,Electronics,Chicago,Retail
2025-07-18,3700.99,1204.09,6,Software,San Francisco,Online
2025-02-09,819.07,123.54,5,Office Supplies,San Francisco,Direct
2025-09-13,3025.91,1210.41,11,Electronics,Seattle,Direct
2025-11-02,909.67,123.43,44,Software,Portland,Wholesale
2025-10-17,648.95,30.33,35,Office Supplies,Chicago,Wholesale
2025-12-09,320.32,66.32,14,Office Supplies,Austin,Retail
2025-01-01,1277.86,320.29,9,Electronics,San Francisco,Direct
2025-08-28,664.8,179.52,6,Electronics,Portland,Online
2025-05-19,1776.95,325.16,10,Office Supplies,Seattle,Direct
2025-04-06,907.09,134.95,2,Furniture,Chicago,Online
2025-06-05,173.26,66.21,20,Software,San Francisco,Retail
2025-09-07,1415.65,316.43,7,Furniture,Chicago,Direct
2025-12-12,2076.42,531.02,13,Software,Seattle,Online
2025-01-31,1308.1,490.13,6,Electronics,Chicago,Online
2025-08-24,2870.65,894.65,7,Electronics,Boston,Retail
2025-05-25,585.03,183.94,5,Office Supplies,Chicago,Direct
2025-03-13,1627.92,400.59,14,Electronics,Chicago,Retail
2025-02-20,2734.77,1075.8,2,Electronics,San Francisco,Online
2025-05-24,1349.75,156.12,36,Furniture,New York,Wholesale
2025-10-13,1796.4,-85.4,13,Electronics,Seattle,Retail
2025-08-16,946.5,70.45,16,Office Supplies,Denver,Wholesale
2025-12-26,1205.04,226.45,8,Office Supplies,Boston,Direct
2025-01-27,1268.65,457.08,11,Electronics,Chicago,Online
2025-11-29,848.94,93.16,42,Software,New York,Wholesale
2025-04-29,732.22,136.39,27,Office Supplies,New York,Wholesale
2025-12-02,1763.38,429.24,3,Electronics,Denver,Retail
2025-07-10,2320.05,368.9,26,Software,San Francisco,Wholesale
2025-10-14,521.74,47.88,6,Electronics,San Francisco,Online
2025-09-03,1421.72,84.82,33,Furniture,Chicago,Wholesale
2025-05-17,1446.92,376.04,3,Furniture,San Francisco,Direct
2025-07-31,3496.49,1304.44,4,Software,New York,Direct
2025-08-09,1720.93,226.11,12,Furniture,Denver,Online
2025-05-14,859.68,161.71,5,Office Supplies,Seattle,Direct
2025-07-20,4500.0,552.4,4,Electronics,Boston,Wholesale
2025-08-04,431.7,170.64,7,Electronics,San Francisco,Direct
2025-03-19,839.64,330.77,4,Electronics,Seattle,Direct
2025-03-30,1079.93,271.13,5,Office Supplies,Portland,Direct
2025-11-05,1311.59,484.28,8,Electronics,New York,Retail
2025-06-03,163.01,11.89,42,Furniture,Denver,Wholesale
2025-06-19,809.05,153.79,16,Office Supplies,New York,Online
2025-10-18,2181.69,-70.55,5,Electronics,San Francisco,Wholesale
2025-06-25,401.59,-23.26,29,Office Supplies,San Francisco,Wholesale
2025-03-20,715.02,60.77,9,Electronics,Austin,Wholesale
2025-08-13,1139.9,515.76,11,Electronics,New York,Direct
2025-07-02,1825.76,229.23,16,Office Supplies,Portland,Wholesale
2025-02-16,1191.02,46.31,17,Furniture,Portland,Wholesale
2025-02-16,1718.26,613.7,4,Electronics,San Francisco,Direct
2025-10-27,1829.7,43.78,35,Software,San Francisco,Wholesale
2025-11-18,1777.56,393.08,14,Software,New York,Retail
2025-08-05,1295.21,296.65,10,Software,Seattle,Online
2025-04-23,2049.76,325.94,13,Office Supplies,Portland,Online
2025-03-14,904.06,80.83,5,Office Supplies,Portland,Online
2025-05-23,1556.5,209.32,14,Furniture,Denver,Online
2025-06-24,488.37,98.67,7,Office Supplies,Seattle,Online
2025-10-08,677.41,45.2,9,Software,Denver,Online
2025-11-13,616.96,244.44,8,Electronics,San Francisco,Direct
2025-05-07,673.95,178.76,1,Furniture,New York,Direct
2025-09-14,421.48,50.55,1,Furniture,Chicago,Online
2025-05-27,222.81,-11.95,4,Furniture,Seattle,Wholesale
2025-01-21,2006.42,334.19,42,Electronics,New York,Wholesale
2025-04-08,1468.92,257.35,3,Furniture,New York,Online
2025-06-09,937.11,146.41,6,Furniture,New York,Online
2025-12-27,264.34,41.85,5,Office Supplies,Portland,Direct
2025-11-16,299.45,72.78,1,Office Supplies,Seattle,Direct
2025-08-01,1381.07,304.23,43,Electronics,Denver,Wholesale
2025-08-16,855.21,84.72,27,Office Supplies,San Francisco,Wholesale
2025-05-07,912.91,148.36,16,Software,San Francisco,Retail
2025-06-19,373.81,145.97,11,Software,Denver,Online
2025-05-26,515.95,129.17,8,Electronics,Chicago,Direct
2025-01-06,1026.52,256.91,12,Electronics,Portland,Retail
2025-11-02,652.48,172.54,15,Office Supplies,San Francisco,Online
2025-01-04,1212.72,79.08,27,Furniture,San Francisco,Wholesale
2025-05-17,1914.68,195.4,17,Furniture,New York,Retail
2025-11-09,922.41,177.9,10,Software,Boston,Online
2025-05-20,1275.12,109.73,9,Furniture,Portland,Direct
2025-12-08,667.74,149.27,1,Electronics,Portland,Direct
2025-04-09,211.62,30.3,1,Furniture,Austin,Retail
2025-01-27,1273.58,231.23,5,Furniture,Boston,Online
2025-03-19,382.05,59.72,38,Software,Portland,Wholesale
2025-02-12,1031.23,240.27,13,Software,Boston,Online
2025-07-06,435.79,98.13,13,Electronics,San Francisco,Retail
2025-07-27,677.98,123.41,18,Furniture,Boston,Retail
2025-06-15,822.11,179.63,1,Office Supplies,Portland,Online
2025-07-19,1820.76,345.38,37,Electronics,New York,Wholesale
2025-05-06,1751.86,349.57,4,Furniture,San Francisco,Online
2025-09-17,845.35,186.54,18,Software,Chicago,Retail
2025-05-20,1037.16,134.86,10,Furniture,Portland,Direct
2025-03-07,748.52,90.55,5,Furniture,Austin,Direct
2025-10-03,1314.0,80.84,6,Software,Austin,Direct
2025-05-23,1584.38,267.94,2,Furniture,Austin,Direct
2025-10-16,1653.09,60.71,21,Electronics,Denver,Wholesale
2025-07-17,878.33,326.39,7,Electronics,Chicago,Direct
2025-10-25,160.97,29.9,7,Software,Seattle,Wholesale
2025-11-24,370.6,42.0,4,Electronics,San Francisco,Wholesale
2025-10-19,996.11,-35.71,5,Office Supplies,Denver,Wholesale
2025-09-22,1564.45,100.23,32,Office Supplies,Portland,Wholesale
2025-05-29,1662.42,203.39,12,Office Supplies,Denver,Retail
2025-04-10,941.62,206.09,1,Software,Portland,Direct
2025-02-14,2093.25,671.59,8,Electronics,Boston,Online
2025-11-09,1002.33,207.86,1,Electronics,New York,Wholesale
2025-03-08,1920.18,665.25,12,Software,Chicago,Retail
2025-01-17,175.06,63.16,43,Software,Austin,Wholesale
2025-12-02,1950.28,504.21,7,Electronics,Portland,Direct
2025-01-18,2156.59,271.46,4,Furniture,Boston,Online
2025-08-23,664.41,225.52,1,Software,Denver,Online
2025-06-11,381.38,149.25,3,Software,Austin,Direct
2025-01-03,2073.97,184.28,3,Electronics,New York,Wholesale
2025-11-01,1831.22,242.97,43,Furniture,Portland,Wholesale
2025-05-19,143.16,16.59,12,Furniture,Austin,Direct
2025-10-09,714.67,-25.05,10,Software,Portland,Wholesale
2025-06-06,1588.49,426.86,15,Electronics,New York,Online
2025-06-17,1308.13,100.11,9,Software,Denver,Wholesale
2025-07-18,1333.56,458.88,14,Electronics,Denver,Retail
2025-12-07,585.16,92.26,1,Software,Denver,Direct
2025-12-19,190.07,5.02,14,Office Supplies,Chicago,Retail
2025-02-20,1204.3,154.03,12,Furniture,Austin,Online
2025-08-29,1685.02,169.11,38,Office Supplies,Boston,Wholesale
2025-07-18,1932.94,146.97,24,Furniture,New York,Wholesale
2025-01-04,697.18,120.3,18,Furniture,Portland,Retail
2025-09-04,1619.18,699.07,8,Electronics,Boston,Direct
2025-12-26,1196.88,233.23,5,Electronics,Portland,Retail
2025-02-24,2426.84,459.08,13,Electronics,Portland,Online
2025-11-11,1485.19,298.03,43,Electronics,Austin,Wholesale
2025-06-15,424.22,50.71,4,Furniture,Austin,Direct
2025-05-30,472.34,95.81,2,Office Supplies,Chicago,Direct
2025-11-29,223.74,17.34,12,Office Supplies,San Francisco,Retail
2025-12-15,635.79,90.71,8,Office Supplies,Boston,Direct
2025-10-14,264.91,24.31,15,Furniture,Boston,Online
2025-05-20,317.03,67.54,7,Electronics,Boston,Online
2025-10-22,308.42,12.1,28,Office Supplies,Seattle,Wholesale
2025-11-03,3906.07,722.55,13,Electronics,Seattle,Online
2025-05-16,2309.62,616.72,1,Electronics,New York,Direct
2025-05-16,1465.12,143.95,25,Office Supplies,Boston,Wholesale
2025-07-27,4354.83,432.39,17,Office Supplies,San Francisco,Wholesale
2025-11-01,1379.47,305.26,16,Office Supplies,San Francisco,Retail
2025-01-29,1158.32,51.14,32,Furniture,Denver,Wholesale
2025-12-03,1471.35,385.0,2,Software,Austin,Online
2025-03-04,1936.69,476.53,9,Software,Boston,Online
2025-02-14,1685.06,514.75,5,Software,San Francisco,Retail
2025-08-24,1045.12,260.72,7,Electronics,San Francisco,Online
2025-03-23,1141.35,330.34,16,Electronics,Seattle,Online
2025-05-19,362.55,87.63,7,Electronics,San Francisco,Retail
2025-05-01,1657.26,497.75,9,Electronics,New York,Direct
2025-11-05,1857.76,663.01,3,Electronics,San Francisco,Online
2025-04-29,300.06,59.98,11,Electronics,Portland,Direct
2025-11-27,997.98,312.65,6,Electronics,Chicago,Retail
2025-05-23,1198.13,325.96,5,Office Supplies,Denver,Direct
2025-09-23,1702.62,133.8,44,Office Supplies,San Francisco,Wholesale
2025-09-26,1434.36,383.92,5,Electronics,Denver,Retail
2025-12-12,385.39,121.69,7,Software,San Francisco,Direct
2025-03-25,477.96,41.73,7,Furniture,Seattle,Online
2025-08-23,2497.81,418.48,13,Furniture,San Francisco,Retail
2025-08-03,1192.41,278.68,3,Office Supplies,Seattle,Retail
2025-10-05,2123.97,-108.11,2,Software,Boston,Wholesale
2025-03-18,738.23,281.35,1,Electronics,Chicago,Direct
2025-01-05,1429.43,574.58,4,Electronics,Austin,Direct
2025-07-01,841.49,210.56,7,Electronics,Boston,Online
2025-05-11,1620.79,453.22,7,Electronics,Chicago,Online
2025-01-18,958.37,42.16,7,Software,New York,Wholesale
2025-01-22,1094.44,189.05,7,Office Supplies,Chicago,Online
2025-10-01,1383.38,100.26,3,Electronics,New York,Direct
2025-12-19,573.08,163.44,12,Software,San Francisco,Online
2025-02-28,509.91,114.2,14,Furniture,Denver,Online
2025-02-08,824.61,213.04,9,Electronics,New York,Online
2025-05-26,696.22,263.72,15,Electronics,Boston,Online
2025-04-17,176.15,38.89,16,Software,Boston,Online
2025-11-13,435.66,87.14,1,Office Supplies,Denver,Online
2025-05-13,2490.7,191.88,31,Furniture,Seattle,Wholesale
2025-02-06,2079.33,617.19,3,Electronics,Chicago,Online
2025-04-08,162.37,83.31,1,Furniture,Boston,Direct
2025-09-23,929.63,48.57,26,Furniture,Austin,Wholesale
2025-03-24,643.63,188.14,4,Furniture,Portland,Direct
2025-04-26,1858.8,323.44,12,Office Supplies,San Francisco,Online
2025-09-27,812.73,234.8,15,Software,Portland,Retail
2025-05-18,762.6,154.13,13,Electronics,Boston,Retail
2025-04-07,312.82,11.7,36,Software,Chicago,Wholesale
2025-02-10,3998.9,813.87,3,Furniture,Austin,Retail
2025-06-08,240.17,42.27,15,Office Supplies,Austin,Retail
2025-08-25,2088.02,222.73,18,Furniture,San Francisco,Wholesale
2025-09-24,296.26,53.84,9,Office Supplies,Denver,Wholesale
2025-09-14,1045.69,368.88,14,Software,Austin,Retail
2025-08-28,1815.68,188.36,31,Office Supplies,Boston,Wholesale
2025-05-01,1762.46,153.89,38,Office Supplies,Boston,Wholesale
2025-07-04,281.8,100.95,8,Software,Chicago,Online
2025-12-06,374.32,16.34,1,Office Supplies,Boston,Retail
2025-07-24,4276.26,967.61,8,Software,New York,Online
2025-03-09,1719.0,178.73,18,Furniture,New York,Retail
2025-07-26,3527.57,968.82,8,Electronics,Austin,Direct
2025-04-28,1249.73,183.55,5,Furniture,Chicago,Retail
2025-05-13,1706.92,229.91,10,Office Supplies,Chicago,Direct
2025-06-25,1061.63,187.09,2,Office Supplies,Chicago,Wholesale
2025-05-05,2209.7,513.32,4,Electronics,Denver,Retail
2025-03-13,2526.5,719.68,3,Electronics,Boston,Online
2025-11-11,501.3,72.54,20,Electronics,Seattle,Wholesale
2025-11-25,2040.84,256.37,3,Furniture,Boston,Retail
2025-10-17,2137.35,101.58,5,Electronics,San Francisco,Retail
2025-05-04,387.36,64.65,18,Software,Portland,Retail
2025-03-12,1485.04,378.02,8,Software,Chicago,Online
2025-07-19,1182.44,113.2,41,Office Supplies,Austin,Wholesale
2025-08-21,657.6,68.02,8,Office Supplies,New York,Retail
2025-04-03,2067.02,852.9,1,Electronics,Seattle,Direct
2025-05-11,1972.07,791.45,17,Electronics,Seattle,Retail
2025-06-15,261.61,46.39,2,Software,Chicago,Wholesale
2025-03-31,741.98,142.37,14,Office Supplies,Chicago,Online
2025-01-27,1786.54,636.7,6,Electronics,Seattle,Direct
2025-07-22,1001.19,201.91,42,Software,Denver,Wholesale
2025-11-26,148.21,90.23,6,Software,New York,Direct
2025-11-07,1397.58,287.03,6,Furniture,Portland,Online
2025-07-10,2224.42,189.56,4,Furniture,San Francisco,Online
2025-07-31,3956.62,1091.58,6,Electronics,New York,Direct
2025-07-08,3884.24,741.92,3,Office Supplies,Austin,Direct
2025-03-12,1094.9,166.97,1,Electronics,Chicago,Wholesale
2025-04-22,4075.15,1248.94,15,Electronics,Seattle,Online
2025-05-15,621.76,193.34,6,Software,Portland,Retail
2025-10-22,257.6,-27.62,8,Electronics,Chicago,Direct
2025-08-11,2177.06,516.0,10,Electronics,San Francisco,Wholesale
2025-06-19,92.68,19.63,8,Office Supplies,Denver,Direct
2025-02-27,2719.15,468.6,18,Software,San Francisco,Retail
2025-07-31,300.71,102.33,12,Office Supplies,Boston,Direct
2025-10-03,229.84,16.75,6,Office Supplies,Portland,Wholesale
2025-12-28,1506.1,327.68,13,Office Supplies,Chicago,Direct
2025-01-16,2118.2,416.39,2,Office Supplies,San Francisco,Online
2025-04-10,1816.75,706.57,15,Electronics,Denver,Online
2025-03-31,633.76,71.47,19,Office Supplies,Chicago,Wholesale
2025-07-13,839.06,96.28,9,Office Supplies,Austin,Online
2025-03-24,1526.76,137.31,34,Furniture,Denver,Wholesale
2025-05-05,680.02,51.12,4,Software,Seattle,Wholesale
2025-09-21,1169.72,288.75,9,Furniture,Denver,Direct
2025-04-26,2041.69,569.76,7,Software,Chicago,Retail
2025-07-08,3589.75,325.7,11,Furniture,Denver,Wholesale
2025-12-18,465.53,11.1,13,Furniture,Austin,Direct
2025-12-18,448.45,49.41,8,Software,Chicago,Direct
2025-02-09,315.52,55.52,5,Furniture,Austin,Direct
2025-11-25,2478.85,824.6,14,Software,Seattle,Online
2025-08-30,1053.33,485.35,2,Electronics,Seattle,Direct
2025-11-29,2802.11,385.69,12,Office Supplies,Seattle,Wholesale
2025-05-02,1252.76,229.02,19,Software,Denver,Retail
2025-03-14,603.6,14.94,6,Furniture,Boston,Retail
2025-07-17,2307.51,227.87,28,Office Supplies,Portland,Wholesale
2025-06-19,490.03,60.01,17,Furniture,Portland,Retail
2025-08-13,2077.93,468.36,10,Software,Chicago,Direct
2025-08-14,513.28,53.29,25,Furniture,New York,Wholesale
2025-03-21,1820.28,532.14,15,Software,Chicago,Online
2025-11-24,1636.95,283.1,12,Furniture,Austin,Direct
2025-09-29,2475.79,862.0,4,Electronics,Seattle,Direct
2025-09-18,903.3,141.05,5,Office Supplies,New York,Direct
2025-02-27,1644.93,358.34,7,Software,San Francisco,Direct
2025-05-03,3412.21,760.71,15,Furniture,Portland,Online
2025-01-16,1963.97,685.9,5,Electronics,Chicago,Direct
2025-08-09,1492.7,653.18,1,Electronics,San Francisco,Direct
2025-03-09,1393.54,283.41,7,Office Supplies,Austin,Direct
2025-06-09,1855.51,266.36,15,Furniture,New York,Retail
2025-09-29,1810.3,372.36,14,Office Supplies,San Francisco,Retail
2025-12-12,2944.36,1064.2,19,Electronics,Boston,Retail
2025-04-04,793.5,110.08,7,Office Supplies,New York,Wholesale
2025-08-31,1418.81,459.65,6,Software,Seattle,Direct
2025-06-10,2009.92,204.3,11,Furniture,Seattle,Retail
2025-11-17,681.68,73.85,39,Software,Denver,Wholesale
2025-05-10,356.32,-15.92,5,Office Supplies,Seattle,Direct
2025-04-05,278.7,85.44,24,Electronics,Denver,Wholesale
2025-03-26,861.8,110.58,1,Furniture,Chicago,Retail
2025-09-17,3612.35,905.68,17,Office Supplies,Portland,Retail
2025-06-03,1104.37,229.75,12,Software,Boston,Retail
2025-12-15,881.87,306.83,19,Software,Boston,Retail
2025-11-16,1767.66,634.58,8,Electronics,Portland,Online
2025-08-25,1137.28,252.06,1,Electronics,Portland,Wholesale
2025-04-12,593.31,156.85,12,Electronics,Austin,Online
2025-12-04,338.31,16.23,9,Software,Chicago,Retail
2025-03-30,491.15,103.66,8,Electronics,Austin,Wholesale
2025-01-16,542.94,76.31,4,Furniture,Portland,Direct
2025-06-12,440.28,4.74,10,Electronics,New York,Wholesale
2025-03-28,277.63,26.25,1,Office Supplies,Portland,Direct
2025-02-01,1045.96,229.61,12,Software,Boston,Direct
2025-03-03,1968.82,309.38,37,Software,Boston,Wholesale
2025-02-08,296.67,93.26,10,Furniture,Boston,Direct
2025-06-29,1173.02,249.45,42,Electronics,Denver,Wholesale
2025-07-15,528.41,166.5,9,Software,Austin,Retail
2025-04-29,1518.94,356.96,14,Office Supplies,Austin,Retail
2025-04-21,349.17,74.85,12,Software,Austin,Online
2025-11-09,394.49,79.13,37,Software,Austin,Wholesale
2025-01-14,1314.77,187.46,3,Furniture,Austin,Wholesale
2025-08-23,2063.63,464.76,8,Software,Chicago,Direct
2025-04-27,2487.66,610.59,5,Electronics,New York,Retail
2025-03-11,1998.1,296.03,15,Software,Chicago,Wholesale
2025-12-18,4297.36,562.6,41,Office Supplies,Seattle,Wholesale
2025-01-08,1567.29,391.51,3,Software,San Francisco,Direct
2025-10-09,3031.93,41.38,7,Office Supplies,New York,Online
2025-03-07,2108.34,183.87,20,Furniture,San Francisco,Wholesale
2025-11-27,1496.75,189.94,3,Office Supplies,Denver,Online
2025-12-10,1466.59,282.33,22,Electronics,Chicago,Wholesale
2025-08-17,649.55,177.87,6,Office Supplies,Seattle,Direct
2025-07-05,1183.39,286.25,7,Software,Seattle,Online
2025-06-24,1933.86,209.3,5,Software,Chicago,Wholesale
2025-12-17,1072.37,82.67,2,Office Supplies,Austin,Direct
2025-02-22,1988.36,286.76,12,Office Supplies,Chicago,Online
2025-12-02,872.56,157.01,6,Office Supplies,Portland,Retail
2025-10-03,573.43,13.73,12,Furniture,Chicago,Online
2025-08-11,1084.34,121.41,8,Software,Chicago,Wholesale
2025-01-14,1658.04,226.06,11,Furniture,Boston,Direct
2025-06-29,1601.51,276.46,12,Office Supplies,Chicago,Online
2025-12-13,203.23,-0.7,6,Electronics,Seattle,Direct
2025-09-19,1148.68,190.38,5,Furniture,Portland,Direct
2025-06-20,2160.25,289.73,6,Office Supplies,San Francisco,Online
2025-10-19,1048.88,43.88,1,Electronics,Denver,Retail
